time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-06-20 14:49:41,0,0,0,,,54.026183815452,0.328084,0,0,0,7,0,0,54.026183815452,0,0,0,0,0,0,275.3, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.5,0,0.1,100,4.32,4.326,4.324,4.327,0,0,0,76.64,54.026183815452,0,41,Motors_Started,
200,2023-06-20 14:49:42,0,0,0,,,54.026183815452,0.328084,0,0,0,7,0,0,54.026183815452,0,0,0,0,0,0,275.3, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,0,76.64,54.026183815452,0,41,Motors_Started,
400,2023-06-20 14:49:42,0,0,0,,,54.026183815452,0,0,0,0,7,0,0,54.026183815452,0,0,0,0,0,0,275.3, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,0,76.64,54.026183815452,0,41,Motors_Started,
600,2023-06-20 14:49:42,0,0,0,,,54.026183815452,0,0,0,0,7,0,0,54.026183815452,0,0,0,0,0,0,275.3, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,0,76.64,54.026183815452,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 43. Setting new Maximum Flight Altitude to 30m (98 ft). No GPS. Fly with caution GPS signal weak. Hovering unstable. Fly with caution (Code: 30002)"
800,2023-06-20 14:49:42,0,0,0,,,54.026183815452,0,0,0,0,7,0,0,54.026183815452,0,0,0,0,0,0,275.3, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,0,76.64,54.026183815452,0,41,Motors_Started,
1000,2023-06-20 14:49:42,0,0,0,,,54.026183815452,0,0,0,0,7,0,0,54.026183815452,0,0,0,0,0,0,275.3, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,0,76.64,54.026183815452,0,41,Motors_Started,
1200,2023-06-20 14:49:43,0,0,0,,,54.026183815452,0,0,0,0,7,0,0,54.026183815452,0,0,0,0,0,0,275.3, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,0,76.64,54.026183815452,0,41,Motors_Started,
1400,2023-06-20 14:49:43,0,0,0,,,54.026183815452,0,0,0,0,7,0,0,54.026183815452,0,0,0,0,0,0,275.4, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,0,76.64,54.026183815452,0,41,Motors_Started,
1600,2023-06-20 14:49:43,0,0,0,,,54.026183815452,0,0,0,0,7,0,17.182,54.026183815452,0,0,0,0,0,0,275.3, 4.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,4.473,76.64,54.026183815452,0,11,AutoTakeoff,
1800,2023-06-20 14:49:43,0,0,0,,,54.026183815452,0,0,0,0,7,0,17.182,54.026183815452,0,0,0,0,0,0,275.3, 4.8, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,4.473,76.64,54.026183815452,0,11,AutoTakeoff,
2000,2023-06-20 14:49:43,0,0,0,,,54.026183815452,0,0,0,0,7,0,17.182,54.026183815452,0,0,0,0,0,0,274, 0.2, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,275.4,0,0,100,4.32,4.326,4.324,4.327,0,0,4.473,76.64,54.026183815452,0,11,AutoTakeoff,
2200,2023-06-20 14:49:44,0,0,0,,,54.026183815452,0.328084,0,0,0,7,0,17.182,54.026183815452,0,0,0,0,0,-0.894776,273.6, -1.3, -0.7,0,0,1024,1024,1264,1024,0,0,36,0,275.2,0,0,100,4.32,4.326,4.324,4.327,0,0,4.473,76.64,54.026183815452,0,11,AutoTakeoff,
2400,2023-06-20 14:49:44,0,0,0.328084,,,54.354267815452,0.328084,0,0,0,7,0,17.182,54.354267815452,0.328084,0,0,0,0,-1.11847,273.8, 1, -0.8,0,0,1024,1024,1610,1024,0,0,89,0,275.1,0,0,100,4.32,4.326,4.324,4.327,0,0,4.473,76.64,54.354267815452,0.328084,11,AutoTakeoff,
2600,2023-06-20 14:49:44,0,0,0.656168,,,54.682351815452,0.984252,0,0,0,7,0,17.177,54.682351815452,0.656168,0,0,0,0,-1.565858,273.5, 0.8, 0,0,0,1024,1024,1684,1024,0,0,100,0,275,0,0,100,4.261,4.263,4.258,4.262,0,0,3.676,76.64,54.682351815452,0.656168,11,AutoTakeoff,
2800,2023-06-20 14:49:44,0,0,1.312336,,,55.338519815452,1.64042,0.223694,0,0,7,0,17.177,55.338519815452,1.312336,0.223694,0,0.223694,0,-2.908022,274, 1, -3.3,0,0,1024,1024,1684,1024,0,0,100,0,274.9,0,0,100,4.261,4.263,4.258,4.262,0,0,3.676,76.64,55.338519815452,1.312336,11,AutoTakeoff,
3000,2023-06-20 14:49:44,0,0,2.296588,,,56.322771815452,2.624672,0,0,0,8,0,17.177,56.322771815452,2.296588,0.223694,0,0,0,-4.697574,273.9, -0.1, -3.2,0,1,1024,1024,1684,1024,0,0,100,0,274.9,0,0,100,4.261,4.263,4.258,4.262,0,0,3.676,76.64,56.322771815452,2.296588,11,AutoTakeoff,
3200,2023-06-20 14:49:45,0,0,4.265092,,,58.291275815452,4.593176,0,0,0,8,0,17.177,58.291275815452,4.265092,0.223694,0,0,0,-6.71082,273.9, 1.1, -4.2,0,1,1024,1024,1642,1024,0,0,94,0,274.8,0,0,100,4.261,4.263,4.258,4.262,0,0,3.676,76.64,58.291275815452,4.265092,6,P-GPS,
3400,2023-06-20 14:49:45,0,0,7.545932,,,61.572115815452,6.889764,0.223694,0,0,8,0,17.177,61.572115815452,7.545932,0.223694,0,0,0.223694,-8.724066,274.2, 0.3, -3.9,0,1,1024,1024,1549,1024,0,0,80,0,274.8,0,0,100,4.261,4.263,4.258,4.262,0,0,3.676,76.64,61.572115815452,7.545932,6,P-GPS,
3600,2023-06-20 14:49:45,0,0,11.48294,,,65.509123815452,9.84252,0.3131716,0,0,8,0,16.801,65.509123815452,11.48294,0.3131716,0,0.223694,0.223694,-10.513618,274.9, -2.6, -7.4,0,1,1024,1024,1024,1024,0,0,0,0,274.8,0,0,100,4.146,4.152,4.147,4.145,0,0,9.575,76.46,65.509123815452,11.48294,6,P-GPS,
3800,2023-06-20 14:49:45,0,0,15.419948,,,69.446131815452,12.795276,0,0,0,8,0,16.801,69.446131815452,15.419948,0.3131716,0,0,0,-9.618842,274.5, -4, -9.5,0,1,1024,1024,1024,1024,0,0,0,0,274.8,0,0,100,4.146,4.152,4.147,4.145,0,0,9.575,76.46,69.446131815452,15.419948,6,P-GPS,
4000,2023-06-20 14:49:45,0,0,18.372704,,,72.398887815452,15.419948,0,0,0,8,0,16.801,72.398887815452,18.372704,0.3131716,0,0,0,-8.052984,274.5, -4.4, -8.5,0,1,1024,1024,1024,1024,0,0,0,0,274.8,0,0,100,4.146,4.152,4.147,4.145,0,0,9.575,76.46,72.398887815452,18.372704,6,P-GPS,
4200,2023-06-20 14:49:46,0,0,18.372704,,,72.398887815452,17.716536,0,0,0,8,0,16.801,72.398887815452,18.372704,0.3131716,0,0,0,-5.816044,274.4, -3.2, -8.6,0,1,1024,1024,1024,1024,0,0,0,0,274.8,0,0,100,4.146,4.152,4.147,4.145,0,0,9.575,76.46,72.398887815452,18.372704,6,P-GPS,
