time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
100,2023-05-29 17:55:17,52.2063896728547,0.0867004883493655,0,0,53.741802244672,53.741802244672,0,0,0,0,25,5,0,53.741802244672,0,0,0,0,0,0,17.7, 3.6, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,0,73.76,53.741802244672,0,41,Motors_Started,
300,2023-05-29 17:55:17,52.2063896072964,0.086700883802673,0,0,53.741802244672,53.741802244672,0,0,0.09159613154,0.09159613154,25,5,0,53.741802244672,0,0,0.09159613154,0,0,0,17.7, 3.6, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,0,73.76,53.741802244672,0,41,Motors_Started,
500,2023-05-29 17:55:17,52.2063895487029,0.0867012510417682,0,0,53.741802244672,53.741802244672,0,0,0.176441278612,0.176443247116,25,5,0,53.741802244672,0,0,0.176441278612,0,0,0,17.7, 3.5, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,0,73.76,53.741802244672,0,41,Motors_Started,
700,2023-05-29 17:55:17,52.2063894893213,0.0867015801901041,0,0,53.741802244672,53.741802244672,0,0,0.25313813146,0.253159128836,25,5,0,53.741802244672,0,0,0.25313813146,0,0,0,17.7, 3.6, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,0,73.76,53.741802244672,0,41,Motors_Started,
900,2023-05-29 17:55:18,52.2063894238615,0.0867018720724737,0,0,53.741802244672,53.741802244672,0,0,0.322443907956,0.322653225548,25,5,16.178,53.741802244672,0,0,0.322443907956,0,0,0,17.5, 3.6, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,1.882,73.76,53.741802244672,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 24. Setting new Maximum Flight Altitude to 120m (394 ft)"
1100,2023-05-29 17:55:18,52.2063893441805,0.0867021580554762,0,0,53.741802244672,53.741802244672,0,0,0.3921095926,0.39289371336,25,5,16.178,53.741802244672,0,0,0.3921095926,0,0,0,17.5, 3.6, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,1.882,73.76,53.741802244672,0,41,Motors_Started,
1300,2023-05-29 17:55:18,52.2063892498116,0.0867024160234748,0,0,53.741802244672,53.741802244672,0,0,0.45780513276,0.46006563152,25,5,16.178,53.741802244672,0,0,0.45780513276,0,0,0,17.4, 3.6, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,1.882,73.76,53.741802244672,0,41,Motors_Started,
1500,2023-05-29 17:55:18,52.2063891390499,0.0867026557027366,0,0,53.741802244672,53.741802244672,0,0,0.52226379624,0.52718505624,25,5,16.178,53.741802244672,0,0,0.52226379624,0,0,0,17.9, 3.6, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,1.882,73.76,53.741802244672,0,41,Motors_Started,
1700,2023-05-29 17:55:19,52.2063890268961,0.0867028761391577,0,0,53.741802244672,53.741802244672,0,0,0.58358269584,0.59124345724,25,5,16.178,53.741802244672,0,0,0.58358269584,0,0,0,18.1, 3.6, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.006,4.012,4.01,4.006,0,0,1.882,73.76,53.741802244672,0,11,AutoTakeoff,
1900,2023-05-29 17:55:19,52.2063888921812,0.0867031011713534,0,0,53.741802244672,53.741802244672,0,0,0.64992784232,0.661581386,25,5,16.005,53.741802244672,0,0,0.64992784232,0,0,0,18, 3.5, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,17.8,0,0,72,4.034,4.04,4.038,4.028,0,0,4.717,73.76,53.741802244672,0,11,AutoTakeoff,
