time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
1300,2023-05-19 17:54:46,52.2056872126451,0.0821284636942812,0,0,50.722681413152,50.722681413152,0,0,0,0,22,5,15.485,50.722681413152,0,0,0,0,0,0,354.8, 3.3, -4,0,0,1024,1024,1024,1024,0,0,0,0,341.3,-2.5,-4.5,51,3.868,3.873,3.873,3.871,0,0,1.647,94.1,50.722681413152,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 15. Setting new Maximum Flight Altitude to 120m (394 ft) Collision detected. Replace propellers before flying for enhanced safety (Code: 30319). Motor stuck. Check for objects blocking motor or contact DJI Support for assistance (Code: 30111). Motor unable to rotate. Check motor (Code: 30142). Gimbal motor"
1500,2023-05-19 17:54:46,52.2056873027569,0.0821284115060363,0,0,50.722681413152,50.722681413152,0,0,0.034886484056,0.034886484056,22,5,15.485,50.722681413152,0,0,0.034886484056,0,0,0,354.8, 3.3, -4,0,0,1024,1024,1024,1024,0,0,0,0,341.2,-2.4,-4.7,51,3.868,3.873,3.873,3.871,0,0,1.647,94.1,50.722681413152,0,41,Motors_Started,"Motor unable to rotate"
1700,2023-05-19 17:54:46,52.2056873982002,0.0821283222027333,0,0,50.722681413152,50.722681413152,0,0,0.074726708428,0.075027561456,22,5,15.485,50.722681413152,0,0,0.074726708428,0,0,0,354.3, 3.2, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,342.4,-2,-5.7,51,3.868,3.873,3.873,3.871,0,0,1.647,94.1,50.722681413152,0,41,Motors_Started,
1900,2023-05-19 17:54:47,52.2056874900462,0.0821282689800197,0,0,50.722681413152,50.722681413152,0,0,0.110176184628,0.110587601964,22,5,15.485,50.722681413152,0,0,0.110176184628,0,0,0,354.4, 3.3, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,341.7,-1.7,-4.2,51,3.868,3.873,3.873,3.871,0,0,1.647,94.1,50.722681413152,0,41,Motors_Started,
2100,2023-05-19 17:54:47,52.205687563998,0.0821281985767387,0,-0.032808399999999,50.755489813152,50.722681413152,0,0,0.141232944152,0.141825135772,22,5,15.485,50.722681413152,0,0,0.141232944152,0,0,0,354.4, 3.3, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,341.6,-1.8,-4.2,51,3.868,3.873,3.873,3.871,0,0,1.647,94.1,50.722681413152,0,41,Motors_Started,
2300,2023-05-19 17:54:47,52.2056876423723,0.0821281060651849,0,-0.032808399999999,50.755489813152,50.722681413152,0,0,0.175999349464,0.177117131652,22,5,15.41,50.722681413152,0,0,0.175999349464,0,0,0,354.4, 3.3, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,341.5,-1.9,-4.2,51,3.84,3.845,3.845,3.841,0,0,2.949,94.1,50.722681413152,0,41,Motors_Started,
2500,2023-05-19 17:54:47,52.2056877239299,0.0821280360323556,0,-0.032808399999999,50.755489813152,50.722681413152,0,0,0.209621725868,0.210742132728,22,5,15.41,50.722681413152,0,0,0.209621725868,0,0,0,354.4, 3.3, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,342.1,-2.5,-3.8,51,3.84,3.845,3.845,3.841,0,0,2.949,94.1,50.722681413152,0,41,Motors_Started,
2700,2023-05-19 17:54:48,52.2056878096937,0.0821279495703466,0,-0.032808399999999,50.755489813152,50.722681413152,0,0,0.246303485572,0.2475229738,22,5,15.41,50.722681413152,0,0,0.246303485572,0,0,0,354.4, 3.2, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,342.1,-2.6,-3.7,51,3.84,3.845,3.845,3.841,0,0,2.949,94.1,50.722681413152,0,41,Motors_Started,
2900,2023-05-19 17:54:48,52.2056878708249,0.0821278827073249,0,-0.032808399999999,50.755489813152,50.722681413152,0,0,0.273020678028,0.274373696444,22,5,15.41,50.722681413152,0,0,0.273020678028,0,0,0,354.4, 3.2, -4.3,0,0,1024,1024,1024,1024,0,0,0,0,342.2,-2.7,-3.6,51,3.84,3.845,3.845,3.841,0,0,2.949,94.1,50.722681413152,0,11,AutoTakeoff,
3100,2023-05-19 17:54:48,52.2056879374959,0.0821278028435485,0,-0.032808399999999,50.755489813152,50.722681413152,0,0,0.302940298408,0.304549222344,22,5,15.41,50.722681413152,0,0,0.302940298408,0,0,0,354.4, 3.1, -4.1,0,0,1024,1024,1024,1024,0,0,0,0,342.9,-5,-2.8,51,3.84,3.845,3.845,3.841,0,0,2.949,94.1,50.722681413152,0,11,AutoTakeoff,
3300,2023-05-19 17:54:48,52.2056880090255,0.0821277145851986,0,-0.032808399999999,50.755489813152,50.722681413152,0,0,0.33537730732,0.33726707116,22,5,15.422,50.722681413152,0,0,0.33537730732,0,0,0,354.4, 2.9, -3.4,0,0,1024,1024,1024,1024,0,0,0,0,346,-38.8,0,51,3.844,3.848,3.847,3.842,0,0,4.866,94.1,50.722681413152,0,11,AutoTakeoff,
3500,2023-05-19 17:54:48,52.2056880969662,0.0821276581053066,0,-0.032808399999999,50.755489813152,50.722681413152,0,0,0.36951772836,0.37174869956,22,5,15.422,50.722681413152,0,0,0.36951772836,0,0,-0.223694,354.6, 0.9, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-89.9,0,51,3.844,3.848,3.847,3.842,0,0,4.866,94.1,50.722681413152,0,11,AutoTakeoff,
3700,2023-05-19 17:54:49,52.2056881826008,0.0821275728175594,0,-0.032808399999999,50.755489813152,50.722681413152,0.328084,0,0.40609581352,0.40835303144,22,5,15.422,50.722681413152,0,0,0.40609581352,0,0,-0.894776,354.6, 0, 0,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-90,0,51,3.844,3.848,3.847,3.842,0,0,4.866,94.1,50.722681413152,0,11,AutoTakeoff,"Collision detected. Replace propellers before flying for enhanced safety (Code: 30319). Motor stuck. Check for objects blocking motor or contact DJI Support for assistance (Code: 30111). Motor unable to rotate. Check motor (Code: 30142). Gimbal motor"
3900,2023-05-19 17:54:49,52.2056882694251,0.0821274725859337,0.328084,0.2952756,50.755489813152,51.050765413152,0.328084,0,0.44471130032,0.44715552612,22,5,15.422,51.050765413152,0.328084,0,0.44471130032,0,0,-1.11847,354.7, 0.4, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-89.9,0,51,3.844,3.848,3.847,3.842,0,0,4.866,94.1,51.050765413152,0.328084,11,AutoTakeoff,
4100,2023-05-19 17:54:49,52.2056883736281,0.0821274046150521,0.656168,0.6233596,50.755489813152,51.378849413152,0.656168,0,0.48528216776,0.48810040932,23,5,15.422,51.378849413152,0.656168,0,0.48528216776,0,0,-1.11847,354.8, 0.2, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-89.9,0,51,3.844,3.848,3.847,3.842,0,0,4.866,94.1,51.378849413152,0.656168,11,AutoTakeoff,
4300,2023-05-19 17:54:49,52.205688467984,0.0821273156507473,0.984252,0.9514436,50.755489813152,51.706933413152,1.312336,0,0.52503610604,0.52785762844,23,5,15.288,51.706933413152,0.984252,0,0.52503610604,0,0,-1.11847,354.7, 0.1, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-90,0,51,3.819,3.824,3.824,3.82,0,0,6.563,93.92,51.706933413152,0.984252,11,AutoTakeoff,"Collision detected. Replace propellers before flying for enhanced safety (Code: 30319). Motor stuck. Check for objects blocking motor or contact DJI Support for assistance (Code: 30111). Motor unable to rotate. Check motor (Code: 30142). Gimbal motor"
4500,2023-05-19 17:54:49,52.2056884956105,0.0821272119277899,1.312336,1.2795276,50.755489813152,52.035017413152,1.312336,0,0.54538387572,0.55314634316,24,5,15.288,52.035017413152,1.312336,0,0.54538387572,0,0,-0.894776,354.7, -0.1, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-90,0,51,3.819,3.824,3.824,3.82,0,0,6.563,93.92,52.035017413152,1.312336,11,AutoTakeoff,
4700,2023-05-19 17:54:50,52.2056885073503,0.0821271472175814,1.64042,1.6076116,50.755489813152,52.363101413152,1.64042,0,0.5565781018,0.56823492632,24,5,15.288,52.363101413152,1.64042,0,0.5565781018,0,0,-0.894776,354.7, -0.2, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-89.9,0,51,3.819,3.824,3.824,3.82,0,0,6.563,93.92,52.363101413152,1.64042,11,AutoTakeoff,
4900,2023-05-19 17:54:50,52.2056884956181,0.0821270940682591,1.968504,1.9356956,50.755489813152,52.691185413152,2.296588,0,0.5593668158,0.58086616032,25,5,15.288,52.691185413152,1.968504,0,0.5593668158,0,0,-0.894776,354.7, 0, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-89.9,0,51,3.819,3.824,3.824,3.82,0,0,6.563,93.92,52.691185413152,1.968504,11,AutoTakeoff,
5100,2023-05-19 17:54:50,52.2056885031786,0.0821270742945305,2.296588,2.2637796,50.755489813152,53.019269413152,2.296588,0,0.56409778708,0.58607613424,25,5,15.288,53.019269413152,2.296588,0,0.56409778708,0,0,-1.11847,354.6, -0.1, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,345.9,-89.9,0,51,3.819,3.824,3.824,3.82,0,0,6.563,93.92,53.019269413152,2.296588,11,AutoTakeoff,
5300,2023-05-19 17:54:50,52.2056884449406,0.082127153431383,2.624672,2.5918636,50.755489813152,53.347353413152,2.952756,0,0.53662731376,0.61372705376,24,5,15.278,53.347353413152,2.624672,0,0.56409778708,0,0,-1.11847,354.7, -0.1, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-90,0,51,3.814,3.82,3.821,3.816,0,0,8.128,93.92,53.347353413152,2.624672,11,AutoTakeoff,
5500,2023-05-19 17:54:50,52.2056883740904,0.0821272214022647,2.952756,2.9199476,50.755489813152,53.675437413152,3.28084,0,0.50667324456,0.64371393136,24,5,15.278,53.675437413152,2.952756,0,0.56409778708,0,0,-1.11847,354.6, -0.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-89.9,0,51,3.814,3.82,3.821,3.816,0,0,8.128,93.92,53.675437413152,2.952756,11,AutoTakeoff,
5700,2023-05-19 17:54:50,52.2056882780553,0.0821272829461603,3.28084,3.2480316,50.755489813152,54.003521413152,3.608924,0,0.46989174732,0.68135828952,24,5,15.278,54.003521413152,3.28084,0,0.56409778708,0,0,-1.11847,354.7, -0.5, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-89.9,0,51,3.814,3.82,3.821,3.816,0,0,8.128,93.92,54.003521413152,3.28084,11,AutoTakeoff,
5900,2023-05-19 17:54:51,52.2056881995358,0.0821273067983516,3.608924,3.5761156,50.755489813152,54.331605413152,3.937008,0,0.44334975172,0.7104987104,24,5,15.278,54.331605413152,3.608924,0,0.56409778708,0,0,-0.671082,354.6, -0.4, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-90,0,51,3.814,3.82,3.821,3.816,0,0,8.128,93.92,54.331605413152,3.608924,6,P-GPS,
6100,2023-05-19 17:54:51,52.2056881685305,0.082127316461547,3.608924,3.5761156,50.755489813152,54.331605413152,3.937008,0,0.43292980388,0.7220144588,25,5,15.278,54.331605413152,3.608924,0,0.56409778708,0,0,0,354.8, -0.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-89.9,0,51,3.814,3.82,3.821,3.816,0,0,8.128,93.92,54.331605413152,3.608924,6,P-GPS,
6300,2023-05-19 17:54:51,52.2056881473145,0.0821273512210919,3.937008,3.9041996,50.755489813152,54.659689413152,3.937008,0,0.42208990852,0.73298230692,25,5,15.269,54.659689413152,3.937008,0,0.56409778708,0,0,0,354.9, -0.1, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-89.9,0,51,3.817,3.826,3.825,3.818,0,0,8.239,93.92,54.659689413152,3.937008,6,P-GPS,"Collision detected. Replace propellers before flying for enhanced safety (Code: 30319). Gimbal motor overloaded. Land aircraft and check whether gimbal can rotate freely on all three axes (Code: 40003). Home Point updated (Code: 3000001)"
6500,2023-05-19 17:54:51,52.2056881778319,0.0821273937985639,3.937008,3.9041996,50.755489813152,54.659689413152,3.937008,0,0.42571523672,0.74763125752,26,5,15.269,54.659689413152,3.937008,0,0.56409778708,0,0,0,354.9, -0.4, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-89.9,0,51,3.817,3.826,3.825,3.818,0,0,8.239,93.92,54.659689413152,3.937008,6,P-GPS,
6700,2023-05-19 17:54:51,52.2056881853341,0.0821273948679808,3.937008,3.9041996,50.755489813152,54.659689413152,3.937008,0,0.42784778272,0.75038060144,26,5,15.269,54.659689413152,3.937008,0,0.56409778708,0,0,0,354.9, -0.2, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-90,0,51,3.817,3.826,3.825,3.818,0,0,8.239,93.92,54.659689413152,3.937008,6,P-GPS,
6900,2023-05-19 17:54:52,52.2056881821912,0.0821273380665648,3.937008,3.9041996,50.755489813152,54.659689413152,3.937008,0,0.43413387216,0.76313322652,26,5,15.269,54.659689413152,3.937008,0,0.56409778708,0,0,0,354.8, -0.3, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-90,0,51,3.817,3.826,3.825,3.818,0,0,8.239,93.92,54.659689413152,3.937008,6,P-GPS,
7100,2023-05-19 17:54:52,52.205688169882,0.0821272670761529,3.937008,3.9041996,50.755489813152,54.659689413152,3.937008,0,0.43995080148,0.77962929004,26,5,15.269,54.659689413152,3.937008,0,0.56409778708,0,0,0,354.8, 0, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-90,0,51,3.817,3.826,3.825,3.818,0,0,8.239,93.92,54.659689413152,3.937008,6,P-GPS,
7300,2023-05-19 17:54:52,52.2056881414526,0.0821272087265288,3.937008,3.9041996,50.755489813152,54.659689413152,3.937008,0,0.43996720568,0.79629595724,26,5,15.27,54.659689413152,3.937008,0,0.56409778708,0,0,0,354.8, -0.1, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-90,0,51,3.812,3.819,3.82,3.814,0,0,7.527,93.92,54.659689413152,3.937008,6,P-GPS,"Gimbal motor overloaded. Land aircraft and check whether gimbal can rotate freely on all three axes (Code: 40003)"
7500,2023-05-19 17:54:52,52.2056881021037,0.082127159798957,3.937008,3.9041996,50.755489813152,54.659689413152,3.937008,0,0.43624017144,0.81434385808,26,5,15.27,54.659689413152,3.937008,0,0.56409778708,0,0,0,354.8, -0.1, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-89.9,0,51,3.812,3.819,3.82,3.814,0,0,7.527,93.92,54.659689413152,3.937008,6,P-GPS,"Gimbal motor overloaded"
7700,2023-05-19 17:54:52,52.2056880591254,0.0821271172249799,3.937008,3.9041996,50.755489813152,54.659689413152,3.937008,0,0.43129594556,0.83268703452,26,5,15.27,54.659689413152,3.937008,0,0.56409778708,0,0,0,354.7, -0.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,345.8,-89.9,0,51,3.812,3.819,3.82,3.814,0,0,7.527,93.92,54.659689413152,3.937008,6,P-GPS,
