time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
100,2023-07-19 16:48:44,52.2063673187917,0.0867229323744112,0,0,53.649150666904,53.649150666904,0.328084,0,0,0,13,2,0,53.649150666904,0,0,0,0,0,0,277.6, 4.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,277.7,0,0,80,4.104,4.108,4.104,4.099,0,0,0,73.94,53.649150666904,0,41,Motors_Started,"No GPS signal. Aircraft unable to hover. Fly with caution (Code: 30008). GPS signal weak. Hovering unstable. Fly with caution (Code: 30002)"
300,2023-07-19 16:48:44,52.2063673277084,0.0867229294521593,0,0,53.649150666904,53.649150666904,0.328084,0,0.0033182087676,0.0033182087676,13,2,0,53.649150666904,0,0,0.0033182087676,0,0,0,277.6, 4.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,277.7,0,0,80,4.104,4.108,4.104,4.099,0,0,0,73.94,53.649150666904,0,41,Motors_Started,
500,2023-07-19 16:48:44,52.2063673658622,0.0867229201634676,0,0,53.649150666904,53.649150666904,0,0,0.0173893050184,0.0173926514752,13,2,0,53.649150666904,0,0,0.0173893050184,0,0,0,277.7, 4.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,277.7,0,0,80,4.104,4.108,4.104,4.099,0,0,0,73.94,53.649150666904,0,41,Motors_Started,
700,2023-07-19 16:48:44,52.2063674733217,0.0867229153166927,0,0,53.649150666904,53.649150666904,0,0,0.05650918816,0.05661417504,13,2,0,53.649150666904,0,0,0.05650918816,0,0,0,277.4, 4.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,277.7,0,0,80,4.104,4.108,4.104,4.099,0,0,0,73.94,53.649150666904,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 65. Setting new Maximum Flight Altitude to 30m (98 ft) GPS signal weak. Hovering unstable. Fly with caution (Code: 30002)"
900,2023-07-19 16:48:44,52.2063677027615,0.0867228866196044,0,0,53.649150666904,53.649150666904,0,0,0.14046424334,0.140570542556,13,2,16.546,53.649150666904,0,0,0.14046424334,0,0,0,277.4, 4.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,277.7,0,0,80,4.104,4.108,4.104,4.099,0,0,1.494,73.94,53.649150666904,0,41,Motors_Started,
1100,2023-07-19 16:48:45,52.2063680908448,0.086722846497753,0,0,53.649150666904,53.649150666904,0,0,0.282336623208,0.282446531348,13,5,16.546,53.649150666904,0,0,0.282336623208,0,0,0,277.4, 4.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,277.7,0,0,80,4.104,4.108,4.104,4.099,0,0,1.494,73.94,53.649150666904,0,41,Motors_Started,
1300,2023-07-19 16:48:45,52.2063686572271,0.0867227974094471,0,0,53.649150666904,53.649150666904,0,0,0.48925854584,0.48938321776,13,5,16.546,53.649150666904,0,0,0.48925854584,0,0,0,277.5, 4.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,277.7,0,0,80,4.104,4.108,4.104,4.099,0,0,1.494,73.94,53.649150666904,0,41,Motors_Started,
1500,2023-07-19 16:48:45,52.2063693784959,0.0867227454652918,0,0,53.649150666904,53.649150666904,0,0,0.75264438104,0.75279201884,13,5,16.546,53.649150666904,0,0,0.75264438104,0,0,0,277, 4.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,277.7,0,0,80,4.104,4.108,4.104,4.099,0,0,1.494,73.94,53.649150666904,0,41,Motors_Started,
1700,2023-07-19 16:48:45,52.206370186656,0.0867226618883083,0,0,53.649150666904,53.649150666904,0,0,1.04808402304,1.04824150336,13,5,16.546,53.649150666904,0,0,1.04808402304,0,0,0,276.8, 4.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,277.6,0,0,80,4.104,4.108,4.104,4.099,0,0,1.494,73.94,53.649150666904,0,11,AutoTakeoff,"Setting new Maximum Flight Altitude to 120m (394 ft)"
1900,2023-07-19 16:48:45,52.2063710269912,0.0867225336118029,0,0,53.649150666904,53.649150666904,0,0,1.35586946596,1.35617458408,13,5,16.325,53.649150666904,0,0,1.35586946596,0,0,0,276.7, 4.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,277.6,0,0,80,4.104,4.114,4.112,4.109,0,0,4.724,73.94,53.649150666904,0,11,AutoTakeoff,
2100,2023-07-19 16:48:46,52.2063718296175,0.0867224746014159,0,0,53.649150666904,53.649150666904,0,0,1.648950184,1.6493110764,13,5,16.325,53.649150666904,0,0,1.648950184,0,0,0,276.9, 0.2, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,277.5,0,0,80,4.104,4.114,4.112,4.109,0,0,4.724,73.94,53.649150666904,0,11,AutoTakeoff,
2300,2023-07-19 16:48:46,52.2063725297638,0.0867224423201268,0,0,53.649150666904,53.649150666904,0.328084,0,1.90437342052,1.90485898484,13,5,16.325,53.649150666904,0,0,1.90437342052,0,0,-0.671082,277.1, -1.4, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,277.5,0,0,80,4.104,4.114,4.112,4.109,0,0,4.724,73.94,53.649150666904,0,11,AutoTakeoff,
2500,2023-07-19 16:48:46,52.2063731638927,0.0867222209232717,0.328084,0.328084,53.649150666904,53.977234666904,0.328084,0,2.13850728628,2.14145676144,13,5,16.325,53.977234666904,0.328084,0,2.13850728628,0,0,-0.894776,276.9, 0.3, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,277.5,0,0,80,4.104,4.114,4.112,4.109,0,0,4.724,73.94,53.977234666904,0.328084,11,AutoTakeoff,
2700,2023-07-19 16:48:46,52.206373721566,0.0867219339273792,0.656168,0.656168,53.649150666904,54.305318666904,0.656168,0,2.34668970764,2.35480322496,14,5,16.325,54.305318666904,0.656168,0,2.34668970764,0,0,-0.894776,277, 0, 0,0,0,1024,1024,1024,1024,0,0,0,0,277.5,0,0,80,4.104,4.114,4.112,4.109,0,0,4.724,73.94,54.305318666904,0.656168,11,AutoTakeoff,"Home Point updated (Code: 3000001)"
2900,2023-07-19 16:48:46,52.2063741069545,0.0867216006262799,0.984252,0.984252,53.649150666904,54.633402666904,0.984252,0,2.49449154964,2.51394036916,14,5,16.287,54.633402666904,0.984252,0,2.49449154964,0,0,-0.894776,277.2, -0.1, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,277.5,0,0,80,4.051,4.055,4.052,4.049,0,0,4.066,73.76,54.633402666904,0.984252,11,AutoTakeoff,
3100,2023-07-19 16:48:47,52.2063743603836,0.0867213589384524,1.312336,1.312336,53.649150666904,54.961486666904,1.312336,0,2.593093915,2.62103682928,14,5,16.287,54.961486666904,1.312336,0,2.593093915,0,0,-0.894776,277, -0.4, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,277.5,0,0,80,4.051,4.055,4.052,4.049,0,0,4.066,73.76,54.961486666904,1.312336,11,AutoTakeoff,
3300,2023-07-19 16:48:47,52.2063746186595,0.0867211515775559,1.64042,1.64042,53.649150666904,55.289570666904,1.64042,0,2.69294956124,2.72605651768,14,5,16.287,55.289570666904,1.64042,0,2.69294956124,0,0,-0.894776,277, -1.1, 2,0,0,1024,1024,1422,1024,0,0,60,0,277.5,0,0,80,4.051,4.055,4.052,4.049,0,0,4.066,73.76,55.289570666904,1.64042,11,AutoTakeoff,
3500,2023-07-19 16:48:47,52.2063748054929,0.0867208588867835,1.968504,1.968504,53.649150666904,55.617654666904,1.968504,0,2.77058079732,2.82055127136,14,5,16.287,55.617654666904,1.968504,0,2.77058079732,0,0,-1.11847,277, -1.7, 1.1,0,0,1024,1024,1684,1024,0,0,100,0,277.5,0,0,80,4.051,4.055,4.052,4.049,0,0,4.066,73.76,55.617654666904,1.968504,11,AutoTakeoff,
3700,2023-07-19 16:48:47,52.2063749582559,0.0867204733783355,2.296588,2.296588,53.649150666904,55.945738666904,2.296588,0,2.840961377,2.9231956316,14,5,16.287,55.945738666904,2.296588,0,2.840961377,0,0,-2.013246,277, -1.3, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,277.5,0,0,80,4.051,4.055,4.052,4.049,0,0,4.066,73.76,55.945738666904,2.296588,11,AutoTakeoff,
3900,2023-07-19 16:48:47,52.2063750820344,0.086720049656177,3.28084,3.28084,53.649150666904,56.929990666904,3.28084,0,2.9048229276,3.02814642236,14,5,16.153,56.929990666904,3.28084,0,2.9048229276,0,0,-3.802798,277, -1.1, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,277.4,0,0,80,4.035,4.04,4.038,4.036,0,0,7.619,73.94,56.929990666904,3.28084,11,AutoTakeoff,
4100,2023-07-19 16:48:48,52.2063751779342,0.0867196410162109,4.593176,4.593176,53.649150666904,58.242326666904,4.92126,0,2.96033145956,3.125984352,14,5,16.153,58.242326666904,4.593176,0,2.96033145956,0,0,-6.039738,277.1, -1.3, 0.2,0,0,1024,1024,1658,1024,0,0,96,0,277.4,0,0,80,4.035,4.04,4.038,4.036,0,0,7.619,73.94,58.242326666904,4.593176,6,P-GPS,
4300,2023-07-19 16:48:48,52.2063752276419,0.0867191986901297,6.889764,6.889764,53.649150666904,60.538914666904,7.217848,0,3.00386820636,3.22653225548,14,5,16.153,60.538914666904,6.889764,0,3.00386820636,0,0,-8.276678,277.2, -1.2, 0.6,0,0,1024,1024,1596,1024,0,0,87,0,277.4,0,0,80,4.035,4.04,4.038,4.036,0,0,7.619,73.94,60.538914666904,6.889764,6,P-GPS,
4500,2023-07-19 16:48:48,52.2063752785286,0.0867187682885227,10.170604,10.170604,53.649150666904,63.819754666904,9.84252,0,3.04969826032,3.3245407888,14,5,16.153,63.819754666904,10.170604,0,3.04969826032,0,0,-10.289924,277.4, -0.8, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,4.035,4.04,4.038,4.036,0,0,7.619,73.94,63.819754666904,10.170604,6,P-GPS,
4700,2023-07-19 16:48:48,52.2063753079355,0.0867183909572907,14.435696,14.435696,53.649150666904,68.084846666904,13.12336,0,3.0866306762,3.4095801616,14,5,16.153,68.084846666904,14.435696,0,3.0866306762,0,0,-10.961006,277.4, -1.7, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,4.035,4.04,4.038,4.036,0,0,7.619,73.94,68.084846666904,14.435696,6,P-GPS,
4900,2023-07-19 16:48:48,52.2063753267639,0.0867180302716565,18.04462,18.04462,53.649150666904,71.693770666904,16.076116,0,3.12052503424,3.4905184844,15,5,15.81,71.693770666904,18.04462,0,3.12052503424,0,0,-9.395148,277.4, -1.7, 1,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,3.933,3.934,3.93,3.927,0,0,11.682,73.76,71.693770666904,18.04462,6,P-GPS,
5100,2023-07-19 16:48:49,52.2063752916745,0.0867176432233936,19.68504,19.68504,53.649150666904,73.334190666904,18.700788,0,3.14009852568,3.5779856788,15,5,15.81,73.334190666904,19.68504,0,3.14009852568,0,0,-7.381902,277.3, -1.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,3.933,3.934,3.93,3.927,0,0,11.682,73.76,73.334190666904,19.68504,6,P-GPS,
5300,2023-07-19 16:48:49,52.2063751461607,0.0867172587198281,20.669292,20.669292,53.649150666904,74.318442666904,20.341208,0,3.12488198976,3.6790355508,16,5,15.81,74.318442666904,20.669292,0,3.14009852568,0,0,-4.921268,277.4, -0.6, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,3.933,3.934,3.93,3.927,0,0,11.682,73.76,74.318442666904,20.669292,6,P-GPS,
5500,2023-07-19 16:48:49,52.2063749324315,0.086716946153658,21.653544,21.653544,53.649150666904,75.302694666904,21.653544,0,3.08346794644,3.7837599636,16,5,15.81,75.302694666904,21.653544,0,3.14009852568,0,0,-2.460634,277.4, -0.9, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,3.933,3.934,3.93,3.927,0,0,11.682,73.76,75.302694666904,21.653544,6,P-GPS,
5700,2023-07-19 16:48:49,52.2063747374226,0.0867167613714906,21.981628,21.981628,53.649150666904,75.630778666904,22.309712,0,3.03806768252,3.8660434308,16,5,15.81,75.630778666904,21.981628,0,3.14009852568,0,0,-0.671082,277.4, -1, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,3.933,3.934,3.93,3.927,0,0,11.682,73.76,75.630778666904,21.981628,6,P-GPS,
5900,2023-07-19 16:48:49,52.2063745552351,0.0867166341073489,21.981628,21.981628,53.649150666904,75.630778666904,22.637796,0,2.99228684116,3.938320336,16,5,15.81,75.630778666904,21.981628,0,3.14009852568,0,0,0,277.4, -1.2, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,4.069,4.077,4.077,4.077,0,0,11.682,73.76,75.630778666904,21.981628,6,P-GPS,
6100,2023-07-19 16:48:50,52.206374393954,0.0867165437764872,21.981628,21.981628,53.649150666904,75.630778666904,22.309712,0,2.95021991068,4.0005578708,16,5,15.81,75.630778666904,21.981628,0,3.14009852568,0,0,0,277.3, -1.7, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,277.4,0,0,80,4.069,4.077,4.077,4.077,0,0,11.682,73.76,75.630778666904,21.981628,6,P-GPS,
