time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
100,2023-06-06 16:32:09,0,0,0,,,53.465355713516,0.328084,0,0,0,14,2,0,53.465355713516,0,0,0,0,0,0,273.2, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,0,73.22,53.465355713516,0,41,Motors_Started,"Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059). No GPS signal. Aircraft unable to hover. Fly with caution (Code: 30008). GPS signal weak. Hovering unstable. Fly with caution (Code: 30002)"
300,2023-06-06 16:32:09,0,0,0,,,53.465355713516,0.328084,0,0,0,18,2,0,53.465355713516,0,0,0,0,0,0,273.2, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,0,73.22,53.465355713516,0,41,Motors_Started,
500,2023-06-06 16:32:09,52.2063559773939,0.0867010421464069,0,0,53.465355713516,53.465355713516,0,0,0,0,18,2,0,53.465355713516,0,0,0,0,0,0,273.2, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,0,73.22,53.465355713516,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 31. Setting new Maximum Flight Altitude to 30m (98 ft)"
700,2023-06-06 16:32:09,52.2063559907746,0.0867010457770372,0,0,53.465355713516,53.465355713516,0,0,0.0049489502896,0.0049489502896,18,2,0,53.465355713516,0,0,0.0049489502896,0,0,0,273.2, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,0,73.22,53.465355713516,0,41,Motors_Started,
900,2023-06-06 16:32:09,52.2063560531946,0.0867010890965749,0,0,53.465355713516,53.465355713516,0,0,0.0295811033088,0.0296969497692,18,2,0,53.465355713516,0,0,0.0295811033088,0,0,0,273.2, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,0,73.22,53.465355713516,0,41,Motors_Started,
1100,2023-06-06 16:32:10,52.206356288875,0.0867012692440139,0,0,53.465355713516,53.465355713516,0,0,0.124471132592,0.124650922624,18,2,16.148,53.465355713516,0,0,0.124471132592,0,0,0,273.4, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,1.281,73.22,53.465355713516,0,41,Motors_Started,
1300,2023-06-06 16:32:10,52.2063568900035,0.0867017317336616,0,0,53.465355713516,53.465355713516,0,0,0.3669291456,0.367125996,18,2,16.148,53.465355713516,0,0,0.3669291456,0,0,0,273.1, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,1.281,73.22,53.465355713516,0,41,Motors_Started,
1500,2023-06-06 16:32:10,52.2063581684171,0.0867027152308378,0,0,53.465355713516,53.465355713516,0,0,0.88258861092,0.882792023,18,5,16.148,53.465355713516,0,0,0.88258861092,0,0,0,273, 4.5, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,1.281,73.22,53.465355713516,0,41,Motors_Started,"Setting new Maximum Flight Altitude to 120m (394 ft)"
1700,2023-06-06 16:32:10,52.20636018127,0.0867042580839463,0,0,53.465355713516,53.465355713516,0,0,1.6939633088,1.69416344004,18,5,16.148,53.465355713516,0,0,1.6939633088,0,0,0,273, 4.5, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,1.281,73.22,53.465355713516,0,11,AutoTakeoff,
1900,2023-06-06 16:32:10,52.206363197774,0.0867065655471805,0,0,53.465355713516,53.465355713516,0,0,2.90945547368,2.90965888576,18,5,16.148,53.465355713516,0,0,2.90945547368,0,0,0,273, 4.4, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,273.3,0,0,70,4.005,4.009,4.003,4.004,0,0,1.281,73.22,53.465355713516,0,11,AutoTakeoff,
