time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-06-15 17:24:43,52.2063607900717,0.0867295830531177,0,0,53.63834981354,53.63834981354,0.328084,0,0,0,23,5,0,53.63834981354,0,0,0,0,0,0,280, 4.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.2,0,0,73,4.017,4.021,4.016,4.018,0,0,0,76.82,53.63834981354,0,41,Motors_Started,"Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059)"
200,2023-06-15 17:24:43,52.2063609576771,0.0867293369967668,0,0,53.63834981354,53.63834981354,0.328084,0,0.082255908144,0.082255908144,23,5,0,53.63834981354,0,0,0.082255908144,0,0,0,280, 5, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.2,0,0,73,4.017,4.021,4.016,4.018,0,0,0,76.82,53.63834981354,0,41,Motors_Started,
400,2023-06-15 17:24:43,52.2063610962931,0.086729134510426,0,0,53.63834981354,53.63834981354,0.328084,0,0.150133863072,0.150133863072,22,5,0,53.63834981354,0,0,0.150133863072,0,0,0,280, 4.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.2,0,0,73,4.017,4.021,4.016,4.018,0,0,0,76.82,53.63834981354,0,41,Motors_Started,
600,2023-06-15 17:24:43,52.2063611995984,0.086728956348448,0,0,53.63834981354,53.63834981354,0,0,0.204839901568,0.20497375984,22,5,0,53.63834981354,0,0,0.204839901568,0,0,0,280.1, 4.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.2,0,0,73,4.017,4.021,4.016,4.018,0,0,0,76.82,53.63834981354,0,41,Motors_Started,
800,2023-06-15 17:24:44,52.2063613037679,0.0867287811217321,0,0,53.63834981354,53.63834981354,0,0,0.259375992552,0.259557751088,22,5,0,53.63834981354,0,0,0.259375992552,0,0,0,280.2, 4.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.2,0,0,73,4.017,4.021,4.016,4.018,0,0,0,76.82,53.63834981354,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 41. Setting new Maximum Flight Altitude to 120m (394 ft)"
1000,2023-06-15 17:24:44,52.206361407463,0.086728623084582,0,0,53.63834981354,53.63834981354,0,0,0.311140757988,0.31132546928,22,5,0,53.63834981354,0,0,0.311140757988,0,0,0,280.7, 4.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.2,0,0,73,4.017,4.021,4.016,4.018,0,0,0,76.82,53.63834981354,0,41,Motors_Started,
1200,2023-06-15 17:24:44,52.2063615147251,0.0867284769815725,0,0,53.63834981354,53.63834981354,0,0,0.3620242898,0.3623031612,22,5,16.229,53.63834981354,0,0,0.3620242898,0,0,0,280, 4.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.2,0,0,73,4.017,4.021,4.016,4.018,0,0,1.827,76.82,53.63834981354,0,41,Motors_Started,
1400,2023-06-15 17:24:44,52.2063616369312,0.0867283259062228,0,0,53.63834981354,53.63834981354,0,0,0.4177001446,0.41823820236,22,5,16.229,53.63834981354,0,0,0.4177001446,0,0,0,279.6, 5, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.1,0,0,73,4.017,4.021,4.016,4.018,0,0,1.827,76.82,53.63834981354,0,41,Motors_Started,
1600,2023-06-15 17:24:44,52.2063617558144,0.086728189072508,0,0,53.63834981354,53.63834981354,0,0,0.47041668172,0.47131891272,23,5,16.229,53.63834981354,0,0,0.47041668172,0,0,0,279.4, 5, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.1,0,0,73,4.017,4.021,4.016,4.018,0,0,1.827,76.82,53.63834981354,0,11,AutoTakeoff,
1800,2023-06-15 17:24:45,52.2063618719133,0.0867280525035303,0,0,53.63834981354,53.63834981354,0,0,0.52240159152,0.52353676216,23,5,16.229,53.63834981354,0,0,0.52240159152,0,0,0,279.3, 4.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,280.1,0,0,73,4.017,4.021,4.016,4.018,0,0,1.827,76.82,53.63834981354,0,11,AutoTakeoff,
