time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-06-07 18:11:46,0,0,0,,,53.465355713516,0,0,0,0,12,2,0,53.465355713516,0,0,0,0,0,0,280.9, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0.1,100,4.307,4.304,4.305,4.301,0,0,0,75.02,53.465355713516,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 33. Setting new Maximum Flight Altitude to 30m (98 ft) GPS signal weak. Hovering unstable. Fly with caution (Code: 30002). Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059)"
200,2023-06-07 18:11:46,0,0,0,,,53.465355713516,0,0,0,0,12,2,0,53.465355713516,0,0,0,0,0,0,280.9, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0,100,4.307,4.304,4.305,4.301,0,0,0,75.02,53.465355713516,0,41,Motors_Started,
400,2023-06-07 18:11:46,0,0,0,,,53.465355713516,0,0,0,0,12,2,0,53.465355713516,0,0,0,0,0,0,280.9, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0,100,4.307,4.304,4.305,4.301,0,0,0,75.02,53.465355713516,0,41,Motors_Started,
600,2023-06-07 18:11:46,0,0,0,,,53.465355713516,0,0,0,0,13,2,0,53.465355713516,0,0,0,0,0,0,280.8, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0,100,4.307,4.304,4.305,4.301,0,0,0,75.02,53.465355713516,0,41,Motors_Started,
800,2023-06-07 18:11:46,0,0,0,,,53.465355713516,0,0,0,0,14,2,0,53.465355713516,0,0,0,0,0,0,280.8, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0,100,4.307,4.304,4.305,4.301,0,0,0,75.02,53.465355713516,0,41,Motors_Started,
1000,2023-06-07 18:11:47,0,0,0,,,53.465355713516,0,0,0,0,14,2,17.259,53.465355713516,0,0,0,0,0,0,280.9, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0,100,4.307,4.304,4.305,4.301,0,0,2.192,75.02,53.465355713516,0,41,Motors_Started,
1200,2023-06-07 18:11:47,0,0,0,,,53.465355713516,0,0,0,0,14,2,17.259,53.465355713516,0,0,0,0,0,0,280.9, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0,100,4.307,4.304,4.305,4.301,0,0,2.192,75.02,53.465355713516,0,41,Motors_Started,"No GPS. Fly with caution"
1400,2023-06-07 18:11:47,0,0,0,,,53.465355713516,0,0,0,0,15,2,17.259,53.465355713516,0,0,0,0,0,0,280.9, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0,100,4.307,4.304,4.305,4.301,0,0,2.192,75.02,53.465355713516,0,41,Motors_Started,
1600,2023-06-07 18:11:47,0,0,0,,,53.465355713516,0,0,0,0,16,2,17.259,53.465355713516,0,0,0,0,0,0,280.9, 4.5, 0,0,0,1024,1024,1024,1024,0,0,0,0,281.1,0,0,100,4.307,4.304,4.305,4.301,0,0,2.192,75.02,53.465355713516,0,11,AutoTakeoff,
1800,2023-06-07 18:11:47,0,0,0,,,53.465355713516,0,0,0,0,16,2,17.259,53.465355713516,0,0,0,0,0,0,280.5, 4.4, 0,0,0,1024,1024,1024,1024,0,0,0,0,281,0,0,100,4.307,4.304,4.305,4.301,0,0,2.192,75.02,53.465355713516,0,11,AutoTakeoff,
2000,2023-06-07 18:11:47,0,0,0,,,53.465355713516,0,0,0,0,16,2,17.272,53.465355713516,0,0,0,0,0,0,280.7, 1.2, 0,0,0,1024,1024,1024,1024,0,0,0,0,281,0,0,100,4.33,4.328,4.329,4.326,0,0,3.939,75.02,53.465355713516,0,11,AutoTakeoff,
2200,2023-06-07 18:11:48,0,0,0,,,53.465355713516,0.328084,0,0,0,16,2,17.272,53.465355713516,0,0,0,0,0,-0.671082,281, -1.2, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,281,0,0,100,4.33,4.328,4.329,4.326,0,0,3.939,75.02,53.465355713516,0,11,AutoTakeoff,
2400,2023-06-07 18:11:48,0,0,0.328084,,,53.793439713516,0.328084,0,0,0,16,2,17.272,53.793439713516,0.328084,0,0,0,0,-0.894776,280.9, 0.3, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,281,0,0,100,4.33,4.328,4.329,4.326,0,0,3.939,75.02,53.793439713516,0.328084,11,AutoTakeoff,
2600,2023-06-07 18:11:48,0,0,0.656168,,,54.121523713516,0.656168,0,0,0,16,2,17.272,54.121523713516,0.656168,0,0,0,0,-0.894776,281, 0.3, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,281,0,0,100,4.33,4.328,4.329,4.326,0,0,3.939,75.02,54.121523713516,0.656168,11,AutoTakeoff,
2800,2023-06-07 18:11:48,0,0,0.984252,,,54.449607713516,0.984252,0,0,0,16,2,17.272,54.449607713516,0.984252,0,0,0,0,-0.894776,280.9, -0.2, 0.2,0,0,1024,1024,1040,1024,0,0,2,0,281,0,0,100,4.33,4.328,4.329,4.326,0,0,3.939,75.02,54.449607713516,0.984252,11,AutoTakeoff,
3000,2023-06-07 18:11:49,0,0,1.312336,,,54.777691713516,1.312336,0,0,0,17,2,17.083,54.777691713516,1.312336,0,0,0,0,-0.894776,280.9, -0.7, 0,0,0,1024,1024,1405,1024,0,0,58,0,281,0,0,100,4.266,4.268,4.267,4.264,0,0,5.179,74.84,54.777691713516,1.312336,11,AutoTakeoff,
