time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
100,2023-05-30 18:15:40,52.2063983964292,0.0867133795398806,0,0,53.868176592548,53.868176592548,0.328084,0,0,0,19,5,0,53.868176592548,0,0,0,0,0,0,350.2, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.4,0,0,55,3.863,3.878,3.881,3.881,0,0,0,73.58,53.868176592548,0,41,Motors_Started,"Aircraft not in flight. Vision systems and obstacle avoidance disabled (Code: 180059)"
300,2023-05-30 18:15:40,52.2063983323647,0.0867134585491018,0,0,53.868176592548,53.868176592548,0.328084,0,0.029298557368,0.029298557368,19,5,0,53.868176592548,0,0,0.029298557368,0,0,0,350.3, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.3,0,0,55,3.863,3.878,3.881,3.881,0,0,0,73.58,53.868176592548,0,41,Motors_Started,
500,2023-05-30 18:15:41,52.2063982659406,0.086713538455197,0,0,53.868176592548,53.868176592548,0,0,0.059405841796,0.059406826048,19,5,0,53.868176592548,0,0,0.059405841796,0,0,0,350.3, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.3,0,0,55,3.863,3.878,3.881,3.881,0,0,0,73.58,53.868176592548,0,41,Motors_Started,
700,2023-05-30 18:15:41,52.2063982090938,0.0867136279095266,0,0,53.868176592548,53.868176592548,0,0,0.088064963448,0.08822014718,19,5,0,53.868176592548,0,0,0.088064963448,0,0,0,350.3, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.3,0,0,55,3.863,3.878,3.881,3.881,0,0,0,73.58,53.868176592548,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 25. Setting new Maximum Flight Altitude to 120m (394 ft)"
900,2023-05-30 18:15:41,52.206398147352,0.0867137264319814,0,0,53.868176592548,53.868176592548,0,0,0.119473757104,0.119727037952,19,5,0,53.868176592548,0,0,0.119473757104,0,0,0,350.2, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.3,0,0,55,3.863,3.878,3.881,3.881,0,0,0,73.58,53.868176592548,0,41,Motors_Started,
1100,2023-05-30 18:15:41,52.2063980949958,0.0867138094941729,0,0,53.868176592548,53.868176592548,0,0,0.146070214648,0.146369099172,19,5,0,53.868176592548,0,0,0.146070214648,0,0,0,350.3, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.3,0,0,55,3.863,3.878,3.881,3.881,0,0,0,73.58,53.868176592548,0,41,Motors_Started,
1300,2023-05-30 18:15:41,52.2063980587005,0.086713892537361,0,0,53.868176592548,53.868176592548,0,0,0.168342196988,0.16917487418,19,5,0,53.868176592548,0,0,0.168342196988,0,0,0,350.3, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.3,0,0,55,3.863,3.878,3.881,3.881,0,0,0,73.58,53.868176592548,0,41,Motors_Started,
1500,2023-05-30 18:15:42,52.2063980208567,0.0867139587933231,0,0,53.868176592548,53.868176592548,0,0,0.188547578212,0.18942585908,21,5,0,53.868176592548,0,0,0.188547578212,0,0,0,350.5, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.3,0,0,55,3.863,3.878,3.881,3.881,0,0,0,73.58,53.868176592548,0,41,Motors_Started,
1700,2023-05-30 18:15:42,52.2063979676717,0.0867140253804251,0,0,53.868176592548,53.868176592548,0,0,0.212891082928,0.213883537028,21,5,15.41,53.868176592548,0,0,0.212891082928,0,0,0,350.5, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.4,0,0,55,3.863,3.878,3.881,3.881,0,0,5.01,73.58,53.868176592548,0,11,AutoTakeoff,
1900,2023-05-30 18:15:42,52.2063978909207,0.0867140812727532,0,0,53.868176592548,53.868176592548,0,0,0.242142724284,0.244548236172,21,5,15.41,53.868176592548,0,0,0.242142724284,0,0,0,351, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.4,0,0,55,3.863,3.878,3.881,3.881,0,0,5.01,73.58,53.868176592548,0,11,AutoTakeoff,
2100,2023-05-30 18:15:42,52.2063977651541,0.0867141420961405,0,0,53.868176592548,53.868176592548,0,0,0.286560376624,0.292406833504,21,5,15.41,53.868176592548,0,0,0.286560376624,0,0,0,350.3, 1.6, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,350.4,0,0,55,3.863,3.878,3.881,3.881,0,0,5.01,73.58,53.868176592548,0,11,AutoTakeoff,
