time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
100,2023-05-23 16:48:57,0,0,0,,,53.457739899624,0.328084,0,0,0,0,0,0,53.457739899624,0,0,0,0,0,0,352.5, 3.9, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,0,74.3,53.457739899624,0,41,Motors_Started,"Remote controller not bound/still confirming binding status (Code: 30306)"
300,2023-05-23 16:48:57,0,0,0,,,53.457739899624,0.328084,0,0,0,0,0,0,53.457739899624,0,0,0,0,0,0,352.5, 3.9, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,0,74.3,53.457739899624,0,41,Motors_Started,
500,2023-05-23 16:48:57,0,0,0,,,53.457739899624,0,0,0,0,0,0,0,53.457739899624,0,0,0,0,0,0,352.6, 3.9, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,0,74.3,53.457739899624,0,41,Motors_Started,"GPS signal weak. Hovering unstable. Fly with caution (Code: 30002)"
700,2023-05-23 16:48:57,0,0,0,,,53.457739899624,0,0,0,0,0,0,0,53.457739899624,0,0,0,0,0,0,352.4, 4, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,0,74.3,53.457739899624,0,41,Motors_Started,
900,2023-05-23 16:48:57,0,0,0,,,53.457739899624,0,0,0,0,0,0,17.301,53.457739899624,0,0,0,0,0,0,352.4, 3.9, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,1.799,74.3,53.457739899624,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 16. Setting new Maximum Flight Altitude to 30m (98 ft)"
1100,2023-05-23 16:48:58,0,0,0,,,53.457739899624,0,0,0,0,0,0,17.301,53.457739899624,0,0,0,0,0,0,352.5, 3.9, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,1.799,74.3,53.457739899624,0,41,Motors_Started,
1300,2023-05-23 16:48:58,0,0,0,,,53.457739899624,0,0,0,0,0,0,17.301,53.457739899624,0,0,0,0,0,0,352.5, 3.9, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,1.799,74.3,53.457739899624,0,41,Motors_Started,
1500,2023-05-23 16:48:58,0,0,0,,,53.457739899624,0,0,0,0,0,0,17.301,53.457739899624,0,0,0,0,0,0,352.4, 3.9, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,1.799,74.3,53.457739899624,0,41,Motors_Started,
1700,2023-05-23 16:48:58,0,0,0,,,53.457739899624,0,0,0,0,0,0,17.301,53.457739899624,0,0,0,0,0,0,352.5, 3.9, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.298,4.303,4.302,4.298,0,0,1.799,74.3,53.457739899624,0,11,AutoTakeoff,
1900,2023-05-23 16:48:58,0,0,0,,,53.457739899624,0,0,0,0,0,0,17.193,53.457739899624,0,0,0,0,0,0,352.1, 3.3, 1,0,0,1024,1024,1024,1024,0,0,0,0,352.5,0,0,100,4.326,4.327,4.319,4.313,0,0,4.3,74.3,53.457739899624,0,11,AutoTakeoff,
